dataset,image_name,output_filename,house_id,confidence,model,method,height_m,floors,distance_m,is_top_clipped
val_anu,g154.jpeg,val_g154.jpeg,1,1.00,M1,fallback,11.60,4,8.48,False
val_anu,g155.jpeg,val_g155.jpeg,1,1.00,M1,fallback,9.11,3,7.04,False
val_anu,g156.jpeg,val_g156.jpeg,1,1.00,M1,fallback,16.60,6,6.70,False
val_anu,g157.jpeg,val_g157.jpeg,1,1.00,M2,ref:car(sedan),10.10,3,1.61,True
val_anu,g158.jpeg,val_g158.jpeg,1,1.00,M1,fallback,9.51,3,6.10,False
val_anu,g159.jpeg,val_g159.jpeg,1,0.60,M2,ref:person,2.72,1,1.46,False
val_anu,g159.jpeg,val_g159.jpeg,2,1.00,M1,ref:car(SUV),4.56,2,2.77,False
val_anu,g159.jpeg,val_g159.jpeg,3,0.64,M2,ref:car(SUV),4.41,1,2.57,False
val_anu,g159.jpeg,val_g159.jpeg,4,0.85,M2,ref:person,4.15,1,4.42,False
val_anu,g160.jpeg,val_g160.jpeg,1,1.00,M1,fallback,9.48,3,6.78,False
val_anu,g160.jpeg,val_g160.jpeg,2,0.97,M2,fallback,11.20,4,8.05,False
val_anu,g161.jpeg,val_g161.jpeg,1,1.00,M1,fallback,7.73,3,5.59,False
val_anu,g162.jpeg,val_g162.jpeg,1,1.00,M1,ref:person,4.26,1,11.19,False
val_anu,g163.jpeg,val_g163.jpeg,1,1.00,M1,fallback,12.02,4,6.21,True
val_anu,g164.jpeg,val_g164.jpeg,1,1.00,M1,fallback,9.37,3,6.87,False
val_anu,g164.jpeg,val_g164.jpeg,2,0.95,M2,ref:car(SUV),7.97,3,3.19,False
val_anu,g165.jpeg,val_g165.jpeg,1,1.00,M1,fallback,9.71,3,6.03,False
val_anu,g166.jpeg,val_g166.jpeg,1,1.00,M1,fallback,8.31,3,6.07,False
val_anu,g167.jpeg,val_g167.jpeg,1,1.00,M1,fallback,17.55,6,8.55,False
val_anu,g168.jpeg,val_g168.jpeg,1,1.00,M1,fallback,13.32,4,7.96,False
val_anu,g169.jpeg,val_g169.jpeg,1,1.00,M1,fallback,19.88,7,7.14,False
val_anu,g170.jpeg,val_g170.jpeg,1,1.00,M1,fallback,17.05,6,7.75,False
val_anu,g171.jpeg,val_g171.jpeg,1,1.00,M1,fallback,19.17,6,8.62,False
val_anu,g172.jpeg,val_g172.jpeg,1,1.00,M1,fallback,18.02,6,8.95,False
val_anu,g173.jpeg,val_g173.jpeg,1,1.00,M1,fallback,12.58,4,8.02,False
val_anu,g174.jpeg,val_g174.jpeg,1,1.00,M1,fallback,19.67,7,7.21,False
val_anu,g175.jpeg,val_g175.jpeg,1,1.00,M1,fallback,9.03,3,6.83,False
val_anu,g176.jpeg,val_g176.jpeg,1,1.00,M1,fallback,17.79,6,7.75,False
val_anu,g177.jpeg,val_g177.jpeg,1,1.00,M1,fallback,8.24,3,7.23,False
val_anu,g178.jpeg,val_g178.jpeg,1,1.00,M1,ref:car(SUV),8.40,3,0.98,True
val_anu,g178.jpeg,val_g178.jpeg,2,0.52,M2,fallback,14.94,5,6.94,False
val_anu,g179.jpeg,val_g179.jpeg,1,1.00,M1,fallback,11.05,4,6.03,False
val_anu,g180.jpeg,val_g180.jpeg,1,1.00,M1,fallback,18.57,6,6.92,False
val_anu,g181.jpeg,val_g181.jpeg,1,1.00,M1,fallback,19.63,7,7.50,False
val_anu,g182.jpeg,val_g182.jpeg,1,1.00,M1,fallback,19.02,6,8.38,False
val_anu,g183.jpeg,val_g183.jpeg,1,1.00,M1,fallback,12.05,4,5.56,False
val_anu,g184.jpeg,val_g184.jpeg,1,1.00,M1,ref:car(SUV),6.73,2,1.15,False
val_anu,g185.jpeg,val_g185.jpeg,1,1.00,M1,fallback,18.69,6,6.92,False
val_anu,g186.jpeg,val_g186.jpeg,1,1.00,M1,fallback,15.14,5,7.31,False
val_anu,g187.jpeg,val_g187.jpeg,1,1.00,M1,fallback,18.58,6,7.23,False
val_anu,g188.jpeg,val_g188.jpeg,1,1.00,M1,fallback,15.71,5,7.09,False
val_anu,g189.jpeg,val_g189.jpeg,1,1.00,M1,fallback,11.89,4,8.38,False
val_anu,g189.jpeg,val_g189.jpeg,2,0.72,M2,fallback,11.99,4,6.70,True
val_anu,g190.jpeg,val_g190.jpeg,1,1.00,M1,ref:person,18.97,6,24.28,False
val_anu,g191.jpeg,val_g191.jpeg,1,1.00,M1,fallback,13.54,5,7.61,False
val_anu,g192.jpeg,val_g192.jpeg,1,1.00,M1,fallback,18.98,6,7.14,False
val_anu,g193.jpeg,val_g193.jpeg,1,0.55,M1,fallback,7.46,2,6.33,False
val_anu,g194.jpeg,val_g194.jpeg,1,1.00,M1,fallback,16.62,6,7.84,False
val_anu,g195.jpeg,val_g195.jpeg,1,1.00,M1,fallback,19.99,7,8.84,False
val_anu,g196.jpeg,val_g196.jpeg,1,1.00,M1,fallback,17.44,6,7.63,False
val_anu,g197.jpeg,val_g197.jpeg,1,1.00,M1,fallback,13.90,5,7.84,False
val_anu,g198.jpeg,val_g198.jpeg,1,1.00,M1,fallback,15.18,5,5.77,False
val_anu,g199.jpeg,val_g199.jpeg,1,1.00,M1,fallback,21.17,7,6.94,False
val_anu,g200.jpeg,val_g200.jpeg,1,1.00,M1,fallback,5.69,2,5.35,False
val_anu,g201.jpeg,val_g201.jpeg,1,1.00,M1,fallback,11.22,4,7.34,False
val_anu,g202.jpeg,val_g202.jpeg,1,1.00,M1,ref:person,13.46,4,15.25,False
val_anu,g203.jpeg,val_g203.jpeg,1,1.00,M1,ref:car(SUV),2.98,1,1.52,False
val_anu,g204.jpeg,val_g204.jpeg,1,1.00,M1,fallback,14.87,5,5.83,False
val_anu,g205.jpeg,val_g205.jpeg,1,1.00,M1,ref:car(SUV),8.40,3,1.04,False
val_anu,g76.jpeg,val_g76.jpeg,1,1.00,M1,ref:car(SUV),6.77,2,1.93,False
val_anu,g76.jpeg,val_g76.jpeg,2,0.91,M2,ref:car(SUV),5.93,2,1.70,False
val_anu,g77.jpeg,val_g77.jpeg,1,0.96,M2,fallback,9.93,3,7.31,False
val_anu,g77.jpeg,val_g77.jpeg,2,1.00,M1,fallback,12.49,4,7.16,True
val_anu,g78.jpeg,val_g78.jpeg,1,1.00,M1,ref:motorcycle,4.17,1,3.12,False
val_anu,g79.jpeg,val_g79.jpeg,1,1.00,M1,ref:person,8.45,3,21.56,False
val_anu,g79.jpeg,val_g79.jpeg,2,0.65,M2,ref:person,8.10,3,14.84,False
val_anu,g80.jpeg,val_g80.jpeg,1,1.00,M2,ref:motorcycle,3.32,1,6.14,False
val_anu,g81.jpeg,val_g81.jpeg,1,0.99,M1,fallback,7.60,3,6.21,False
val_anu,g82.jpeg,val_g82.jpeg,1,0.99,M1,fallback,4.77,2,5.55,False
val_anu,g82.jpeg,val_g82.jpeg,2,0.52,M2,fallback,4.36,1,5.70,False
val_anu,g83.jpeg,val_g83.jpeg,1,1.00,M1,ref:motorcycle,1.95,1,2.82,False
val_anu,g84.jpeg,val_g84.jpeg,1,1.00,M1,fallback,6.44,2,6.90,False
val_anu,g85.jpeg,val_g85.jpeg,1,1.00,M1,ref:car(SUV),8.00,3,35.73,False
val_anu,g86.jpeg,val_g86.jpeg,1,1.00,M1,fallback,5.97,2,6.43,False
val_anu,g86.jpeg,val_g86.jpeg,2,0.45,M2,fallback,7.24,2,8.18,False
val_anu,g87.jpeg,val_g87.jpeg,1,1.00,M1,fallback,7.28,2,6.25,False
val_anu,g88.jpeg,val_g88.jpeg,1,1.00,M1,fallback,6.49,2,5.86,False
val_anu,g88.jpeg,val_g88.jpeg,2,0.98,M2,ref:car(SUV),7.38,2,8.77,False
val_anu,g89.jpeg,val_g89.jpeg,1,1.00,M1,ref:car(SUV),4.14,1,1.50,False
val_anu,g89.jpeg,val_g89.jpeg,2,0.82,M2,ref:car(SUV),7.57,3,1.44,True
val_anu,g90.jpeg,val_g90.jpeg,1,1.00,M1,fallback,18.22,6,8.73,False
val_anu,g91.jpeg,val_g91.jpeg,1,1.00,M1,fallback,19.43,6,7.61,False
val_anu,g95.jpeg,val_g95.jpeg,1,1.00,M1,fallback,9.11,3,7.81,False
val_anu,g96.jpeg,val_g96.jpeg,1,1.00,M1,fallback,8.08,3,6.57,False
val_anu,g97.jpeg,val_g97.jpeg,1,1.00,M1,ref:bicycle,3.16,1,1.00,False
val_anu,g98.jpeg,val_g98.jpeg,1,1.00,M1,fallback,6.79,2,6.45,False
val_anu,g99.jpeg,val_g99.jpeg,1,1.00,M1,fallback,6.17,2,6.45,False
